group,content,url,valence,arousal,dominance,moral1,moral2,moral3
lib,@AppleSupport How am I supposed to reset my security questions if I have to use my security questions to reset? I am resetting for a reason.,https://twitter.com/a/status/812912561662345216,0.459439967,0.819149348,0.161897375,0.692307455,0.033747393,0.615329547
lib,I'm always in the mood to listen to Huey Lewis &amp; the news and Chicago. 💕💕,https://twitter.com/a/status/756906575168548865,0.427781309,0.982797387,0.155218711,0.821710649,0.980873795,0.40810347
con,Football season is upon us! Join my league Bug Killer s Boss League. Click Here: https://t.co/2d2wE1xwHq,https://twitter.com/a/status/773886679446802433,0.316959744,0.537342453,0.527518414,0.395778164,0.142779081,0.022442431
lib,@BruceStJames it got a little dicey there for a second but I am glad Daddy Chris can keep the toddlers in line tonight so far. #debatenight,https://twitter.com/a/status/788919924911505410,0.504953266,0.100713009,0.30661105,0.07543515,0.403307598,0.911424684
lib,Professional Development is the key for all Leaders! Thank you Mary Wilson and Mary Owen for your leadership and... https://t.co/VApY7MFnv3,https://twitter.com/a/status/831929076214591489,0.910964244,0.221936109,0.862986485,0.896085061,0.874535186,0.819678268
lib,"@richardbranson 
Right. In an intelligent and graceful manner that respects others at the table for a peaceful collaboration",https://twitter.com/a/status/824997580220284928,0.981521687,0.409162594,0.22214181,0.327589927,0.74651633,0.281110539
con,😳looks just like the antarctic glaciers inside your freezer this is always a problem with water… https://t.co/fmpFNfQQ0H,https://twitter.com/a/status/804862538525458432,0.723008363,0.74247394,0.582575122,0.839396587,0.295583408,0.785932468
con,"@baileysouthside Falcan fans that settle for being second best. Snowflake mentality, A participation trophy is all you will need.",https://twitter.com/a/status/828944396280328192,0.83942252,0.23315576,0.042909044,0.281461822,0.168908497,0.964721427
lib,Tearful Gun Manufacturers Thankful They All Made It Out Of Orlando Massacre Safely https://t.co/OZHK4uYek4,https://twitter.com/a/status/745411991481683968,0.413357852,0.828640335,0.449503947,0.605483358,0.099325017,0.150845947
con,"“But I will establish my covenant with you, and you shall come into the ark, you, your sons, your wife, and your... https://t.co/oyT7PPnUob",https://twitter.com/a/status/825549781841874944,0.662083181,0.121561023,0.388716439,0.568672078,0.262235325,0.780917348
lib,I didn’t know about that emoji keyboard trick! Control option space bar  🙌 https://t.co/xaHJb4j2Va,https://twitter.com/a/status/763822536178163712,0.400532009,0.022692462,0.06531399,0.807989067,0.702036464,0.232255983
lib,"Have you thought about getting a second Doctoral Degree?

Tweet your reply and share which programs and schools are most interesting to you:",https://twitter.com/a/status/794638872147857410,0.204555364,0.345038474,0.522913225,0.941133148,0.634973408,0.830327125
con,@highkeyhan how big of a fucking idiot are you?No one said he had a gun in his hand it was in his pocket and he reached for it several times,https://twitter.com/a/status/750862180413734912,0.540322147,0.047355051,0.783069092,0.329821655,0.75869558,0.263778105
lib,@realTonaldTrump @politico I took my gun safety class in high school 23 yrs ago nothing new! Wish y'all knew history and policy,https://twitter.com/a/status/829081192737693696,0.304713652,0.421008015,0.107324081,0.231770091,0.419982798,0.155700056
lib,"@Tom_NBA how about Jackson, Hunter, Young and a second round pick.  Guard problems solved the Sixers.",https://twitter.com/a/status/757647068945117188,0.39714768,0.538951216,0.679647049,0.311493575,0.805015532,0.768581335
lib,@itsmaxthompson @ShaunKing The front page mag is a conservative rag that is looking to negate the work he's doing; keep fighting Shaun,https://twitter.com/a/status/798651288686735360,0.284347996,0.843764362,0.099951436,0.924386102,0.023540087,0.029864353
con,@united I had just boarded. In SFO  waiting for delayed flight to Chicago.,https://twitter.com/a/status/829449764244631552,0.249325272,0.614131664,0.79792725,0.413347651,0.972204877,0.180695996
lib,"@extrabaggs The entire team has been miserable the second half, including HOF Bochy. Unbelievable. Take Bum out? Wow.",https://twitter.com/a/status/778099624968069121,0.313304669,0.270179159,0.347246463,0.45586142,0.710444069,0.269305611
lib,@BroskiLantern Whatever happened to second chances?,https://twitter.com/a/status/750439001878921216,0.456645237,0.347975827,0.582850052,0.434335839,0.340916852,0.013139261
lib,@dallasgarzaa @edsheeran i second this,https://twitter.com/a/status/798604943351377921,0.89086758,0.440327474,0.576930243,0.850613207,0.520952031,0.020018692
con,@kayy_michelle3 @lindseyfron I second this,https://twitter.com/a/status/795988950418653184,0.34974702,0.18406663,0.885389323,0.003061391,0.777426184,0.613127881
lib,@DeziBerryx @Jaclynhill I second this,https://twitter.com/a/status/778372189523439616,0.117270821,0.4524112,0.784988739,0.691479913,0.415389886,0.202777974
lib,Just wondering right now if my passport is up to date or if it expired already https://t.co/1lJc2vCqge,https://twitter.com/a/status/796234717305667584,0.029001928,0.727623457,0.559269652,0.566523392,0.88404512,0.196074078
con,@TEN_GOP @TommyMH OMG. Fabulous team!  Yes Yes Yes,https://twitter.com/a/status/784147905577783297,0.353365988,0.347304241,0.565742885,0.782047326,0.476263797,0.196792498
lib,"@AfricanaCarr Early a.m. readn Marcus Garvey's""Speech on Disarmament Conf... NY1921"". Negroes need 2 get armed.  Not 🔫 but untiy, knwldg, 💵.",https://twitter.com/a/status/799207278176063488,0.448333503,0.037941343,0.884722835,0.126767031,0.843777007,0.673753653
lib,@JoyAnnReid @dcexaminer wow the power of stupid. Reputicans see life only through what they can control.,https://twitter.com/a/status/778122191632211969,0.054197161,0.915684582,0.344993184,0.280378553,0.400266725,0.746349368
con,We are very excited to expand our transportation ministry and add a second bus to our local outreach. To God be the… https://t.co/HB1TDgo83L,https://twitter.com/a/status/791224280025554944,0.767277558,0.023574842,0.998372628,0.966535095,0.235199971,0.248468889
con,Checking out @thewoodlandsbbq and the brisket tacos from @ThePitRoomBBQ are a must!,https://twitter.com/a/status/780116440288407552,0.602337725,0.215905919,0.369583208,0.677512224,0.130714601,0.140056032
con,@HuffingtonPost You are the most instigating news outlet in the US. Your opinions are the most damaging and the most racist. Stop your hate.,https://twitter.com/a/status/751805277536530432,0.794785714,0.174078183,0.922855514,0.367655039,0.761866947,0.435178333
con,"@realDonaldTrump many r praying for u/Releasing peace,  ministering angels of the Lord &amp; a greater dimension of the Holy Spirit.  Yr Destiny",https://twitter.com/a/status/800034283284885504,0.638709287,0.656067537,0.869707559,0.040581117,0.497876261,0.629803583
con,@Money23Green champions aren't made in gyms. Champions are made from something deep inside them. A desire. A dream. A vision.,https://twitter.com/a/status/738629688025874432,0.141736403,0.972420318,0.839682528,0.996446842,0.266175025,0.238782588
lib,@Buick why do I have to pay 2 upgrade maps in my car? If it's critical 2 safety I shouldn't be charged 2 keep up something I already bought.,https://twitter.com/a/status/769953194499858432,0.929404637,0.289450627,0.912056505,0.760384194,0.548405562,0.790780542
lib,@DiaQuery @sonamohapatra @RoflGandhi_ u prefer or u don't understand at all.. There's a difference.,https://twitter.com/a/status/745295682811002884,0.058676927,0.76591752,0.524676984,0.999222421,0.567936276,0.350722189
lib,#NoBillNoBreak ! Keep up the fight @HouseDemocrats.,https://twitter.com/a/status/745820587876986881,0.945991938,0.599835866,0.128042181,0.363785355,0.781449386,0.218846097
con,Top Gun is literally my favorite movie.,https://twitter.com/a/status/738190519260454912,0.141872495,0.080407279,0.860943804,0.771271803,0.093188284,0.212087798
con,Ready for the second set #wannnabechampion https://t.co/BSW9kp7ex2,https://twitter.com/a/status/784857187772469248,0.448943581,0.312671951,0.331852492,0.558304392,0.277119026,0.385343587
con,Not even five minutes into the movie and Lori and I are already screaming,https://twitter.com/a/status/772599319102889987,0.041569642,0.014961893,0.130535613,0.035650456,0.930366677,0.730021989
lib,@ARMY_Selca_Day you made my day! I hope you have a happy and wonderful day or night lol! May many more support your acc! ❤️❤️❤️,https://twitter.com/a/status/760380569666457600,0.070046965,0.010953649,0.923984471,0.066119209,0.576954857,0.973083422
lib,"showrunners make choices based on good story, not fan demands (if they did, Angel would've been with Buffy forever) https://t.co/NGYCeUoLSD",https://twitter.com/a/status/761619942529568768,0.728828609,0.073591319,0.162400272,0.915423503,0.244369463,0.918754401
con,@AskPS_UK when I turned the screw it didn't tighten but problem is there for now thanks,https://twitter.com/a/status/783287157402300416,0.167479438,0.891041023,0.817811852,0.344451429,0.036778735,0.253354198
lib,I am telling you to save face w/NRA it's going to be a split vote no choice but to vote yes 4 no fly no buy https://t.co/buuji0FBOE,https://twitter.com/a/status/743801104903835648,0.422427711,0.872382982,0.663310093,0.892036136,0.307317691,0.775154266
con,"No guns for Felons, no guns for those on a Watch list!",https://twitter.com/a/status/743435826542055424,0.754753209,0.562909509,0.809736353,0.708955548,0.336045982,0.369385196
con,Worth every second https://t.co/Xnwl3HMM9C,https://twitter.com/a/status/818317999107178497,0.429294597,0.943495185,0.567123141,0.950590841,0.521159179,0.293362212
lib,"Made In The United States USA T-shirt!
Buy it here:
https://t.co/VR9dJw6Tal

#MadeInAmerica #MadeInUSA… https://t.co/Wv0GDwAiNV",https://twitter.com/a/status/783775932620296192,0.489126523,0.150615155,0.757542905,0.209210316,0.735574403,0.815103252
lib,The Last Second https://t.co/eNgBObv7lA,https://twitter.com/a/status/781932582531244032,0.71139051,0.449489837,0.935939206,0.265152374,0.713677884,0.95152932
lib,Watch Sen. Chris Murphy’s Gun Filibuster Live Stream Online https://t.co/KP4x2pr4Uo via @thedailybeast,https://twitter.com/a/status/743319405577175042,0.165178937,0.143218617,0.33213692,0.71189144,0.379753122,0.659692099
lib,@Rupes1978 have reported this flytip and am working with officers on ongoing issue as I know is a problem area,https://twitter.com/a/status/744213966436573188,0.699877988,0.665684633,0.310361518,0.767762131,0.510854344,0.372050054
con,I liked a @YouTube video https://t.co/7VDEGwHvND ATC: Obsessed v Control,https://twitter.com/a/status/741293664035438592,0.06250127,0.901921066,0.730961359,0.980370095,0.6900383,0.072602235
con,It been that kinda of Day...........Yes Yes yes yes https://t.co/aqeHs29WD6,https://twitter.com/a/status/763417664827961344,0.8345434,0.182495763,0.733005114,0.261671215,0.911165289,0.37597867
con,.@Dev_Fadnavis Thank you for helping Dr Alaknanda get transferred back to Pune!We appreciate your quick response. https://t.co/qP3IYememH,https://twitter.com/a/status/776386955328180224,0.373499508,0.84830792,0.721797766,0.44143002,0.334473664,0.079814532
lib,.@Dev_Fadnavis Thank you for helping Dr Alaknanda get transferred back to Pune!We appreciate your quick response. https://t.co/gyIltheYsa,https://twitter.com/a/status/776759227163422721,0.767510685,0.993439592,0.467421886,0.944052663,0.987353165,0.457993854
lib,@dumptrump33 @Bipartisanism @KellyannePolls for a second I thought it was a scene from Michael Jackson's Thriller.,https://twitter.com/a/status/821150980129615872,0.461418551,0.758011591,0.6292132,0.614886724,0.698431028,0.309729516
lib,"""I'm not on edge like so many of you are re: the election + debate. Well, that's bc I already have a house in Canada."" - Calvin Trillin",https://twitter.com/a/status/780231052757504000,0.915403019,0.105243063,0.956256559,0.795703711,0.382953962,0.92048111
con,@Alefayyy @AlexLattimore14 what happens if you want a chance at a second chance? Still don't believe in them? 😂,https://twitter.com/a/status/766800255060840448,0.161613271,0.659289247,0.599621609,0.172245838,0.891735865,0.267618495
con,@jjhelsley @mkreinod @kylefredrickson  second team didn't look promising,https://twitter.com/a/status/772491339757858816,0.568093436,0.693391488,0.994712177,0.795758508,0.573094846,0.048851056
lib,"Immigrants agree with Trump's 'extreme vetting' plan, terror nation ban https://t.co/5fmpczqw3U via... by @renomarky via @c0nvey",https://twitter.com/a/status/766649573318266880,0.424661762,0.977172071,0.042697189,0.483555352,0.220363819,0.383826691
con,Football University Top Gun showcase. Joe Martin working some run defense at defensive end.… https://t.co/oqOHpjKpmd,https://twitter.com/a/status/755327575946178560,0.785047231,0.73707177,0.847464481,0.208870742,0.754725291,0.535355597
con,Loudoun Brewers Gather for Second Collaboration Beer Challenge https://t.co/9IsorYlmuB via @Crunchify,https://twitter.com/a/status/813963924047622144,0.889217562,0.160965102,0.985394233,0.90198748,0.419902588,0.850595134
lib,YES YES YES YES https://t.co/Fbed5Uz4Cq,https://twitter.com/a/status/796237154024181760,0.658285005,0.105382276,0.341480899,0.639670599,0.814994358,0.626692425
con,Yes yes yes yes https://t.co/0sKscYgvJd,https://twitter.com/a/status/763820179453128705,0.049127134,0.617835728,0.245976647,0.062208269,0.732922409,0.133819986
con,@qdaysin Haha!! I love getting to tell people with guns and badges where to go!,https://twitter.com/a/status/794840313323995136,0.312367223,0.277623718,0.263038398,0.174869396,0.169932078,0.75069559
lib,@SenToomey the gofundme page for your campaign has raised more than @BetsyDeVos 's donation - your constituents are… https://t.co/kBTF9cnJqL,https://twitter.com/a/status/828739728052723712,0.831364856,0.567603328,0.295424769,0.338730317,0.857995502,0.706245478
lib,"SaveSA_Uitenhage
Some of the people here came for the first time, just to hear. They may not have a problem with corruption - Mkhuseli Jack",https://twitter.com/a/status/804004695287152640,0.645039188,0.556255952,0.161591103,0.664136262,0.791910683,0.299009123
con,@sacbee_news and I could've beaten Michal Jordan in basketball! His ego is out control,https://twitter.com/a/status/813499273924866049,0.164754532,0.016010676,0.920779388,0.064120509,0.444047532,0.744420426
con,In a good mood cuz I did my makeup so I look cute but I shouldn't be in a good mood b/c I was supposed to study for a test but I didn't,https://twitter.com/a/status/798579940912467968,0.153866423,0.920555472,0.447219806,0.415301437,0.051728739,0.701305927
con,I added a video to a @YouTube playlist https://t.co/XXTzInKGOc Nishe - Lose Control (Official Video),https://twitter.com/a/status/775269787421200384,0.219948209,0.569672357,0.961641674,0.440171324,0.590873743,0.837626458
lib,@VerizonSupport (2) 4.5 hrs. I may have to cancel at the last second if they don't come early enough.,https://twitter.com/a/status/772313201887195136,0.640081113,0.21251267,0.936931968,0.399366085,0.370040636,0.090085643
lib,@RepSamGraves Disappointed you voted to put the Office of Congressional Ethics under the authority of the House Ethics Committee #shame,https://twitter.com/a/status/816394452952580097,0.732874812,0.462856031,0.676495979,0.773348229,0.782684201,0.895723554
con,I really can't see how marches make any difference...solidarity yes but actually making a difference? Hmmm.,https://twitter.com/a/status/822911849003937796,0.668660927,0.383329624,0.282908022,0.190745633,0.949439902,0.995528776
con,US consumer spending rises for second straight month http://https://t.co/wh9mgTUa99,https://twitter.com/a/status/751064335900815360,0.846084924,0.461427973,0.834009283,0.607506489,0.831699732,0.529729248
lib,Thank you @CoryBooker for participating in this #filibuster. You're doing great work! #enough #EndGunViolence now.,https://twitter.com/a/status/743308799730061313,0.944930474,0.65084478,0.671090703,0.608802711,0.725417933,0.047434771
lib,Talking about having the powerful tool of tech in our students' hands. TY parents for your support! @Maple_SchoolOC https://t.co/IMrgOkPFyI,https://twitter.com/a/status/763553308371853312,0.304505687,0.255391333,0.557072957,0.230648233,0.16791858,0.985311036
con,"@ck_muchiri No, not really. Picture someone with two problems. Problem A and Problem B.",https://twitter.com/a/status/741265979892699136,0.020783439,0.79638045,0.073660524,0.310283778,0.996980656,0.052108915
con,Tate is my second fav!! https://t.co/3Forxescyb,https://twitter.com/a/status/786709857315479552,0.280853113,0.991430064,0.519721509,0.456352729,0.500507114,0.144596568
con,How come everyone blames Trump for stuff that he has no involvement in or control over?,https://twitter.com/a/status/824322838064754688,0.853676111,0.255454188,0.734986215,0.293842726,0.866909061,0.718853177
lib,He torpedoed her for absolutely NOTHING. 😒I knew this would happen! At least he cleared her on time 😥 but heads nee… https://t.co/hzgAGBORIq,https://twitter.com/a/status/795363249491361792,0.811897424,0.483969477,0.600362198,0.344573395,0.57481738,0.028133424
lib,@crikey_news I understand they can chose which sites their google ads run. If you can't control Rundle's behaviour maybe ur advertisers can?,https://twitter.com/a/status/750179320253943808,0.35222329,0.544057432,0.902017815,0.471339767,0.706327274,0.577159371
lib,One month after my #lasik surgery and I'm seeing 20/20. Best decision I've ever made!,https://twitter.com/a/status/806346961515401216,0.991535972,0.189100686,0.49492774,0.273346673,0.211665349,0.283253245
lib,@meagan_frye @NEArlyiLLEGAL yeah I agree! I learn better when I write it out!,https://twitter.com/a/status/828407702120337408,0.720696818,0.874338122,0.51122996,0.298248858,0.415972106,0.655467668
con,Not sure how some people have the self control to not haul off and punch someone..,https://twitter.com/a/status/759789018217340928,0.651824314,0.236556093,0.200995806,0.269575742,0.585604363,0.338699873
con,Can we stop with the memes for a second and realize what just happened,https://twitter.com/a/status/796248288043245568,0.977859216,0.581629012,0.982497534,0.098203592,0.189613595,0.45127996
con,Did you know that #coffee can actually help you control pesky mosquitoes? It's true! https://t.co/b9qLqPB42C,https://twitter.com/a/status/746372368755531776,0.969575934,0.195520237,0.654806221,0.579121141,0.300708516,0.909753852
con,"Gun control is not the issue, terrorism is!! We need a new President now who tackle terrorism. This government is soft on ISIS.",https://twitter.com/a/status/742158973802020864,0.231894393,0.396110093,0.94657809,0.155982945,0.03747021,0.155789749
lib,"Our time is now, Duval! Go to the polls and bring a friend! Find an early voting site here: https://t.co/VHBK7fehuv… https://t.co/Yh5WMbQIy2",https://twitter.com/a/status/794251312342908932,0.581843167,0.805560216,0.244961713,0.013758607,0.094822338,0.206986961
con,"@the_topspin @nassercricket @MailSport  The more I watch the 'catch', the worse it looks. I don't believe he had full control at any time.",https://twitter.com/a/status/796615016136835076,0.128823933,0.111423342,0.128928438,0.960193994,0.919418436,0.77384124
con,Today is the deadline for Valentine's Day orders! I can't take any late orders this year. Thank Y'all 😁,https://twitter.com/a/status/815992865079889920,0.750623856,0.79319805,0.877209857,0.961106342,0.841160304,0.838501711
lib,"My drunk regrets: using ""then"" instead of ""than"" in a post and not realizing until it had been liked repeatedly. #Shame",https://twitter.com/a/status/808716557035638785,0.156586297,0.076650765,0.096766959,0.738532128,0.473472534,0.477426816
lib,"Python: Looking for useful native functions like lambda-bound find, index, remove, uniq etc.? Fuck u and write your own #pythonrants",https://twitter.com/a/status/788481024061804544,0.009696379,0.967248805,0.222132493,0.673918606,0.518083515,0.706098224
lib,@kroger you should be ashamed. It's July for goodness sake.  Consumerism outta control. https://t.co/1J4Wevh0T3,https://twitter.com/a/status/756636489602240512,0.121719202,0.786858987,0.488598266,0.746867709,0.969285119,0.751094345
con,Our CORE members have learned how to sell in the #luxuryrealetate market. You can too! Click here: https://t.co/MMIgJNSr4R,https://twitter.com/a/status/773582136792248320,0.382343099,0.987286181,0.809743943,0.572258162,0.589649506,0.112059357
con,"When you cover your face because your doing stuff that you shouldn't, then you might be a terrorist #UCBerkeley",https://twitter.com/a/status/827315286101602305,0.593653942,0.712707618,0.683584107,0.908592819,0.131964057,0.244048598
con,That was way to many gun shots for my comfort level. Avoid Tharpe and Mission if you are in Tallahassee.,https://twitter.com/a/status/757412619988963329,0.21303481,0.00621505,0.185278599,0.308364772,0.307843935,0.491480822
con,Don't you ever for a goddamn second forget how many ways an egg can be cooked.,https://twitter.com/a/status/783101363727261700,0.535904859,0.325920116,0.856094864,0.52592836,0.77236924,0.534933327
con,"How about a temporary ban on gun sales until we can figure out a way to ""extremely vet"" violent people who try to purchase? @POTUS",https://twitter.com/a/status/827224594968875009,0.703810844,0.506240484,0.655333347,0.838301026,0.548010743,0.829710363
con,@StonerRob420 @Uozob @Mike_P_Williams @realDonaldTrump Be may possibly be an asshole.  But you are a whole ass.,https://twitter.com/a/status/827720588533854208,0.649185981,0.804109502,0.59188205,0.858745471,0.655048402,0.757002082
lib,will the Pirates win the World Series in a sweep or will it take them five or six games???? hard to say right now but leaning toward a sweep,https://twitter.com/a/status/750908704237715456,0.124240289,0.974430483,0.927576498,0.395027974,0.563987911,0.89711947
con,@foxandfriends no they don't they want the gov to stop selling guns criminals,https://twitter.com/a/status/750303332099497985,0.970706582,0.062775618,0.275519877,0.422496062,0.515690575,0.958268579
lib,I have to take my first tweet back. There is a second woman. She is mostly there for exposition but her necklace is pretty nice,https://twitter.com/a/status/811658515009900544,0.973250161,0.191509959,0.873673584,0.881394692,0.728129547,0.71108263
lib,"As an industry, tech still has a long way to go for gender equality, but there's a great future waiting for us. https://t.co/u2tEP7JpME",https://twitter.com/a/status/758777905069436928,0.35791581,0.109517744,0.775289001,0.344567482,0.556861935,0.276926339
con,Actions have consequences. Any democrat that boycotts the inauguration should not pass a single bill over the next 4 years. @SpeakerRyan,https://twitter.com/a/status/821515307068047361,0.708482004,0.214589073,0.428177387,0.609441072,0.097742549,0.937893273
con,@ianbremmer all because a gun was used instead of planes?,https://twitter.com/a/status/742076444117897217,0.552060029,0.704679811,0.349420635,0.328231337,0.197927411,0.5290593
lib,"Surah Al-Maeda, Verse 6:

O you who believe! when you rise up to prayer, wash your faces and your hands as far as... https://t.co/XEEqEBWkdz",https://twitter.com/a/status/819846570967527424,0.006604007,0.333066185,0.93092592,0.491361183,0.488410995,0.067629332
lib,I'm actually pissed that you have data to post this tweet but paying customers can't do the same. Get your act toge… https://t.co/4iJLqouMjn,https://twitter.com/a/status/813379555272589312,0.285946356,0.256191056,0.307896764,0.515036534,0.442604534,0.556628804
lib,@timkaine @MarkWarner proud to be a Virginian today and tonight. #Enough  #filibuster,https://twitter.com/a/status/743271380695785472,0.304322022,0.709879271,0.193824896,0.707980886,0.10510268,0.540502364
lib,McDonald's sells more than 70 hamburgers every second of everyday... 🍔😳,https://twitter.com/a/status/768845391001518080,0.945494983,0.768692088,0.853297344,0.294796879,0.536606123,0.967307823
lib,Christie's newspaper 'revenge bill' moves forward https://t.co/PnPbywsbTX If you live in NJ &amp; this matters to you call your Assembly rep NOW,https://twitter.com/a/status/809491331647238148,0.41611083,0.361416214,0.199580978,0.291370201,0.086209679,0.843501491
lib,"NicoleJohnson, the act of ur brother is NO reflection on you. That was an act of 1 man who felt that that was an answr 2the racism in USA!",https://twitter.com/a/status/751547149469483008,0.737701878,0.370641992,0.110616143,0.652500066,0.629986756,0.880577119
con,@khushsundar @ndtv we r in the real world not in the movies. Why don't u call a bandh given your sense of self importance,https://twitter.com/a/status/776885908171653121,0.806652163,0.627636988,0.72192102,0.31230031,0.814761555,0.279499555
lib,"Instructions on walking the plank

It is no real solution freedom seekers find 
To take back control by sawing it behind. #brexit",https://twitter.com/a/status/747697528099962880,0.193146515,0.798049685,0.966474084,0.937300423,0.877395273,0.753443808
con,@DaceyMeRollin man I know what happened fuck outta here I ain't trying talk to a girl with a 9 yr old mind set,https://twitter.com/a/status/811296274305662980,0.856670724,0.102979738,0.234760045,0.496258383,0.924556135,0.847027292
con,@TMAUGHAN_24 @BrandonOliver3 steph was guarding a towel on the last possession too... that is a problem,https://twitter.com/a/status/813596816180645888,0.902876842,0.089461335,0.115259408,0.094509885,0.225714411,0.399634384
lib,"Hi Queens! Please enjoy a brand new podcast titled ""Pink Lemonade"" all about @RuPaulsDragRace! Enjoy episode 1 here: https://t.co/o6yB2IUMm5",https://twitter.com/a/status/784448787280527364,0.82660327,0.399813967,0.846071062,0.763092026,0.01889448,0.709702121
con,its odd how everyone says ur entitled to ur own opinion but the second someone says who they want to win for president its a damn blood bath,https://twitter.com/a/status/788918178860728320,0.634285129,0.201198127,0.714631234,0.765724269,0.922872191,0.426807196
con,@truth_or_CLAIRE and I just proved to you that gun violence is going DOWN. check two tweets ago. Even if you were to succeed in takingaway..,https://twitter.com/a/status/743509294331629568,0.216301974,0.008293818,0.689917513,0.348971001,0.115306087,0.6704357
con,The real struggle is when the AC in your car is broken so you have to drive with the windows down but it starts pouring #relateable,https://twitter.com/a/status/764243074163863552,0.584893661,0.238484631,0.171881358,0.05475778,0.535079214,0.006313771
lib,Lowered the flag to half mast this morning when I got to work and it hurt my heart. #PrayForOrlando #LoveWins,https://twitter.com/a/status/742319368726585345,0.846581704,0.283999194,0.721961721,0.686706453,0.87993454,0.757902373
con,"Attention Royal Caribbean Cruisers! ONE DAY SALE EVENT
50% off second guest and their deposit — plus a bonus of... https://t.co/MGIWdWsjuw",https://twitter.com/a/status/752900571514834944,0.452917407,0.025946632,0.378807933,0.88350686,0.632987054,0.362976823
lib,This was a good insight.  Lots of the same spiralling thoughts as depression &amp; the burden of censure from society.  https://t.co/hM0oHAovxd,https://twitter.com/a/status/748136725654945792,0.093293634,0.887378157,0.790281692,0.95020298,0.519624434,0.858877661
con,"@drmbsbner @drmdelhi @drmlko25 @sureshpprabhu  concern dept usual they will do nothing , Prabhu sir I read always for your quick response",https://twitter.com/a/status/806729548305838081,0.545754356,0.143793773,0.389564963,0.790384694,0.722095993,0.105841363
lib,"Next up: The 2000 Flushes ""Super Toilet Bowl"" Coin Toss, presented by Arby's. 

Arby's: ""There's a reason we're a co-sponsor""

#SuperBowl",https://twitter.com/a/status/828385376804884480,0.845762817,0.867630173,0.453615176,0.276536649,0.899053029,0.859076982
lib,"'@HRBlock wants you to get your taxes 'won' in this #WWOSoundAwards entry!

You can listen and vote here: https://t.co/61pxh8ay8R",https://twitter.com/a/status/828444595667103745,0.594657584,0.498746528,0.083607813,0.873536152,0.754273905,0.694392572
con,Snowden To The World: Stop Letting Facebook Control Your News https://t.co/kq0UMai7mP,https://twitter.com/a/status/799991930801287172,0.092806229,0.876522508,0.983398971,0.273289068,0.674017552,0.805601459
lib,Jared Kushner's Second Act https://t.co/Ffa1eojaSE via @Esquire,https://twitter.com/a/status/800601216275230721,0.210792965,0.8736691,0.724325343,0.151745995,0.823457885,0.391606785
con,"Everybody, it's gun show ticket time. https://t.co/88mfrwIdkz",https://twitter.com/a/status/818801929505665025,0.709170809,0.241790088,0.13005673,0.703247167,0.434665545,0.109383502
con,@hbican12 uh they do . W ur second bowl,https://twitter.com/a/status/752942016024158208,0.570733536,0.401445676,0.263969401,0.574651755,0.236866323,0.97029366
con,@EE I'm trying to call to end my Orange SIM only contract but keep getting disconnected. Something up with your call centre?,https://twitter.com/a/status/791291491494817792,0.102838428,0.635198816,0.187361953,0.907393421,0.73803204,0.64454585
lib,Fellow Cubs fans: please be wary of your brothers watching the game on a 'legal' stream and wait 20 seconds to text your emotions.,https://twitter.com/a/status/793966223113351168,0.250625792,0.116647823,0.606450407,0.444105284,0.123151795,0.500453404
con,Marshall ain't in the second pic https://t.co/yR7Nbqjjb2,https://twitter.com/a/status/804282912858312704,0.554134483,0.62304914,0.936622767,0.387068798,0.543356927,0.883915032
lib,"Tulsa at Central Florida: Hurricane pulls away from Knights in second half

(Sent from Tulsa World) https://t.co/YG6MJRJIvo",https://twitter.com/a/status/800415564560744449,0.666671336,0.098767959,0.06406166,0.504149221,0.972451689,0.832635091
lib,Training firms that only use basic eval forms (Kirkpatrick level 1) are missing a trick,https://twitter.com/a/status/777920121088122880,0.425978792,0.358810664,0.79047959,0.552156685,0.72316759,0.723164747
con,@UsmanAhmad_iam @salawm obviously anybody pledging allegiance to ISIS has a mental health issue. That's not an excuse.,https://twitter.com/a/status/742339194106740737,0.083428176,0.108476582,0.761891368,0.584974934,0.887453061,0.182371585
lib,@shaunwalker7 the opening ceremony of the Second World Nomad Games in Cholpon-Ata.,https://twitter.com/a/status/772109107935543301,0.730338019,0.128004003,0.763268204,0.571382653,0.591002016,0.773590103
lib,"Bought #thegoodimmigrant for my sis, just read @nikeshshukla intro 'we're done with justifying our place at the table"". Nailing it already",https://twitter.com/a/status/812452624259760128,0.84214122,0.659030022,0.211895011,0.749447049,0.474780015,0.776232273
lib,@LeahLikesDogs @YouTube @femfreq that's actually an alarmingly easy thing for them to do and they should probably work on it already,https://twitter.com/a/status/814917431906934784,0.816056109,0.201697211,0.739241116,0.846360951,0.837483323,0.893426007
con,"@SenSanders  this makes me want him more, climate change is just another way socialists like you try to control us",https://twitter.com/a/status/809618755177381888,0.086477409,0.135067938,0.53222448,0.248645169,0.873645061,0.799299114
lib,"28-20 Hornets with 4:49 left in the second quarter. Johnson 9 points, Easom with 8. Hornets with six made threes #BigSkyWBB",https://twitter.com/a/status/807714343705903104,0.792118426,0.559272801,0.781824416,0.052903752,0.396996604,0.316906829
con,How is it possible that I love House Hunters but hate House Hunters International? #HGTV,https://twitter.com/a/status/802731636123115520,0.743937494,0.112074133,0.946046363,0.16265403,0.950460643,0.954345053
